감사하다,7898
확인,7288
교수,6965
드리다,6605
해주다,5038
문의,4831
블랙보드,4634
학생,4444
강의,4280
출석,4143
수업,4027
영상,3734
답변,3511
설정,3355
문제,3058
내용,3009
안녕하다,2966
시험,2870
해보다,2854
하루,2802
경우,2785
보내다,2614
좋다,2605
메뉴,2590
코스,2564
뜨다,2379
궁금하다,2367
접속,2352
께서,2340
사용,2285
편하다,2230
로그인,2172
들어가다,2109
조교,2100
가능하다,2099
남기다,2067
종료,2065
방법,2015
해당,2011
발생,1985
등록,1877
맞다,1863
클릭,1837
두시,1832
화면,1814
제출,1814
부탁드리다,1790
녹화,1759
누르다,1759
많다,1747
과제,1741
브라우저,1734
삭제,1657
걸리다,1598
사항,1570
현재,1561
말씀,1494
관련,1452
파일,1420
락다운,1416
기록,1399
버튼,1359
변경,1341
체크,1340
바라다,1337
운영,1333
해결,1307
최대한,1276
크롬,1271
안내,1268
빨리,1268
센터,1267
콜라보,1260
달려오다,1216
평소,1207
연락,1199
진행,1195
링크,1172
이메일,1165
수강,1163
학우,1140
ac,1138
korea,1115
이용,1112
kr,1110
레이,1098
학습,1070
오류,1061
과목,1034
시청,1031
반영,1014
상태,1013
참고,1000
자료,962
자다,960
업로드,958
메일,951
기다리다,945
통해,915
수정,914
성적,912
zoom,898
올리다,890
시도,886
환경,885
학기,869
학습자,855
상황,828
요청,822
계정,822
이후,809
해드리다,787
완료,775
실시간,774
연결,758
아래,749
선생님,744
죄송하다,743
건강,740
페이지,738
입력,735
시작,734
조심하다,731
교육,730
저장,728
관리,721
여쭈다,711
추가,710
사진,707
공개,703
학교,702
에도,701
따로,698
컴퓨터,697
처리,692
지원,678
공유,678
도움,677
문의사항,674
보이지,667
옵션,658
기능,653
프로그램,652
네트워크,648
하단,646
실행,638
줄다,627
하나요,621
늦어지다,611
에서는,608
중간,606
사이트,606
다운로드,606
오른쪽,606
포털,604
놓치다,601
원격,601
https,601
모바일,596
건가,592
사용자,584
활성화,578
점수,577
정상,576
분반,576
만들다,576
공지,572
인증,570
학번,570
주소,569
필요하다,568
청강생,567
평일,560
전체,557
정보,555
클래스,552
네네,549
권한,544
인지,544
인가요,544
주신,543
인터넷,539
활동,535
접근,533
자동,532
계시다,527
어렵다,525
말씀드리다,522
테스트,521
찾다,521
로그,517
현황,517
채점,515
먼저,511
온라인,507
아이디,504
회의,501
세션,499
질문,497
기간,490
기기,489
ec,487
업데이트,487
응시,485
따르다,479
직접,475
구글,470
Zoom,468
쿠키,468
권장,466
또는,455
대인,453
허용,451
시스템,447
선택,445
상단,441
나타나다,440
인정,438
끝나다,435
번호,435
입장,433
이름,432
바꾸다,427
표시,425
드릴,424
듣다,423
학부,421
마이크,421
비밀번호,420
유지,416
다운,415
걸다,408
카메라,408
괜찮다,407
결과,407
원격지원,406
설치,405
양해,402
Collaborate,402
보안,396
리스트,393
용량,391
이신,390
원격교육,382
com,372
출결,372
생기다,370
투라,369
신청,368
다르다,367
이미,364
부서,362
새롭다,359
열다,359
담당,358
이전,356
동영상,355
오후,355
방식,354
세종,353
도구,352
매뉴얼,351
퀴즈,350
제외,350
자제,345
작성,342
어흥,340
예정,339
어디서,339
일괄,338
제한,338
우측,335
감사,334
보시,333
공휴일,331
켜다,329
성하다,329
처음,327
Kaltura,326
수강생,325
사라지다,324
정정,323
들어오다,322
아이패드,321
목록,318
별도,317
학적,316
포탈,315
해주시,312
노트북,312
데이터,305
eb,305
정확하다,304
불가능하다,304
kultips,304
ZOOM,304
상담,303
콘텐츠,301
늘다,300
그룹,299
다행,298
사파리,295
보이,293
설문조사,292
본인,292
주시,291
배속,287
전달,285
아이콘,285
에서도,283
관리자,282
대학원,282
좌측,277
스크린샷,276
어제,275
수강신청,275
전화,274
ID,272
elearning,272
호스트,271
아마,270
게시,265
보기,265
법정,263
collaborate,262
클라우드,262
제공,260
로그아웃,260
청강,259
첨부,257
iOS,257
어플,257
현상,256
서울,254
버전,253
끊기다,251
동일하다,250
설명,249
생각,249
이실,245
빠르다,244
항목,244
기본,243
방금,242
건지다,242
답안,241
어플리케이션,241
토론,241
재생,241
기존,240
작동,238
이해,235
이지,235
과정,233
단계,231
개인정보,229
안정,225
지난,223
참여,222
아이폰,220
여백,220
파악,219
소요,218
서비스,217
라면,217
분들,216
올려주다,216
담당자,216
캡쳐,216
야하다,216
자세하다,214
복구,214
내일,212
해제,211
크게,211
나가다,210
조회,209
수도,208
이루어지다,205
메시지,204
중지,203
아예,202
보고서,202
날짜,199
졸업,199
인정이,198
교과목,198
유튜브,197
횟수,195
해도,194
쓰다,193
자율,193
미리,192
필수,192
역할,192
피드백,191
별로,191
챗봇,189
띄우다,189
데스크톱,188
에서만,187
종교,187
메세지,184
혁신,184
이수,183
크다,183
강제,183
채팅,182
그대로,182
대기,182
아무,181
해봤다,181
주차,180
수가,180
교내,179
이미지,179
움직,178
sjctl,178
UUID,178
macOS,177
누르기,177
감지,177
갑자기,175
움직임,175
http,174
소리,174
메뉴얼,174
왼쪽,173
올라오다,173
부탁,173
급하다,173
PC,171
서다,171
드라이브,171
캠퍼스,171
계획,171
검색,171
대표,170
출제,170
인하다,169
로는,168
지우다,168
알림,167
원하다,167
지속,167
늦다,166
필요,164
불가하다,164
kuctl,162
관할,162
에러,161
연동,161
한시,161
넵넵,160
안보,160
비디오,160
신분,160
Windows,159
지나다,159
제목,159
번거롭다,158
응대,158
패널,158
핸드폰,158
in,158
고려대학교,156
시기,154
입실,154
신다,152
마지막,152
참조,152
마감,152
재부팅,151
활용,151
일시,151
일부,150
열리다,149
서버,148
기준,147
불편,147
가이드,146
걱정,146
니까,146
게스트,146
칼럼,146
영어,145
취소,145
부여,145
달라,145
넘어가다,144
수고,144
번째,144
평등,143
이기,143
잘못,143
컬럼,143
강의실,143
고맙다,143
이유,141
들리다,140
bc,140
개설,139
넣다,139
분석,139
기르다,138
google,138
연구윤리,137
학년,137
꿀팁,137
아깝다,136
까지는,136
의무,134
친절하다,133
인권,133
중간고사,133
개별,133
엑셀,133
물어보다,132
절차,131
캡처,131
최신,131
가능,131
출력,130
순서대로,130
순서,129
해달라다,129
포함,129
어리다,129
ea,129
평가,128
GB,127
디바이스,127
복사,126
일반,125
지다,125
표절,125
최대,125
윈도우,124
the,124
인증서,124
행정,124
이르다,124
pdf,123
정답,123
맡다,123
겁니다,122
조치,122
교시,121
오전,120
든지,120
발표,120
작업,119
플랫폼,119
특정,117
us,117
이라서,117
연결하다,117
여전하다,117
오디오,117
변환,117
타이머,117
고대,116
최소,115
SSO,115
의미,115
세미나,115
미리보기,113
사람,113
이슈,113
모양,113
숨기다,113
거기,112
반복,112
녹화물,112
성함,112
동시,112
강사,111
미팅,111
저번,110
forms,110
회의실,110
검사,110
유형,110
홈페이지,109
docs,109
도와주다,108
바뀌다,108
이분,108
모드,108
guide,108
적용,107
배경,107
jhjung,107
이외,106
형식,106
점검,106
일정,106
reference,106
에만,106
컨텐츠,105
quick,105
교원,105
and,104
로딩,104
께서는,103
꺼지다,103
교양,103
응답,103
커먼,103
대학,102
실제,102
불다,102
보여주다,102
수동,101
ed,101
형태,101
엣지,101
가능성,100
거나,100
게시판,99
인적,99
살펴보다,99
to,99
ghing,98
놓다,98
보통,98
대학원생,98
풀다,97
의무교육,97
교번,97
차단,97
국제,96
추후,96
이브,96
지정,96
나중,95
찾아보다,94
자꾸,94
기다,94
학과,94
영강,94
비대,94
일주일,94
방안,94
쓸다,94
아뇨,93
똑같다,93
쿠카,93
유선,93
안드로이드,93
빈칸,93
원활하다,92
와이파이,92
차다,92
이러닝,91
신입생,91
금일,91
pc,91
유의,90
이면,90
고생,90
구글드라이브,90
인사,89
으로도,89
예전,89
인원,88
KU,88
원인,88
정리,88
불편하다,87
불구,87
로컬,87
발급,87
말다,87
edit,87
이며,87
임의,87
한국어,86
당시,86
항상,86
뭔가,86
sso,86
중이,86
ad,86
닫다,85
전환,85
소속,85
적다,85
추천,85
언어,84
없어지다,84
버리다,83
급여,83
오픈,83
English,83
최종,82
갱신,82
주가,82
지키다,82
연구,81
데스크탑,81
헐다,81
나서다,81
참가자,81
초기,81
하라,81
배포,81
맥북,81
로서,81
대체,80
판단,80
서도,80
KUPID,80
meeting,80
깔다,80
가상,80
상세,79
멈추다,79
학사,79
스마트폰,79
신지,78
웹캠,78
에서의,78
퇴실,78
요구,77
객관,77
작다,76
ior,76
기입,76
어려움,75
앞서,75
sign,75
예약,75
스트림,75
비공개,75
동그라미,74
정책,74
무제한,74
올라가다,74
정의,73
삽입,73
위치,73
Users,73
외부,73
진도,73
치다,72
니당다,72
상관없다,72
회신,72
XIN,72
보아,72
통화,72
명단,72
기술,72
닉스,72
한자,72
문항,71
실수,71
읽다,71
가져오다,71
마우스,71
통한,71
자리,70
돌아가다,70
상의,70
생기,70
내보내다,70
mp,70
저렇게,70
지는,69
문구,69
그건,69
전자우편,69
마치다,69
도중,69
충분하다,69
자유,68
편집,68
그것,68
보이시,67
commons,67
미디어,67
주의,67
오류로,66
연습,66
에게만,66
kaltura,66
for,66
코드,66
사실,66
누락,65
폴더,65
열람,65
기초,65
인식,65
탑재,65
사전,65
업무,65
차이,65
진행중,65
kulms,65
이동,65
두번째,65
셋팅,65
사례,64
구성원,64
경로,64
진리,63
기억,63
첨부파일,63
송부,63
문서,62
이러하다,62
저녁,62
warning,62
한정,62
지각,62
행복하다,61
is,61
프로필,61
라이센스,61
고려대,61
한가지,61
인프라,61
틀리다,61
개발,61
더불다,61
Browser,61
당황,60
이수증,60
년도,60
하니,60
사회,60
기말고사,59
준비,59
연락처,59
초과,59
리지,59
이니,59
가입,59
Chrome,59
높다,58
틀다,58
발송,58
친구,58
전화번호,58
충돌,58
결석,58
밉다,57
교우,57
겪다,57
할당,57
금지,57
OFuYBAJghWL,57
alB,57
ktduS,57
MkhSk,57
Feh,57
bcK,57
ek,57
참가,57
관계,57
프로젝트,57
AND,57
헌법,57
체성,56
시점,56
까지만,56
찍다,56
기한,56
browser,56
영향,56
대면,56
파란색,56
대비,56
이야기,56
아직도,56
이상하다,55
똑같이,55
존재,55
방지,55
중단,55
경영,55
Turnitin,55
리뷰,54
워드,54
텍스트,54
대신,54
구체,54
제거,54
번의,54
문자,54
블보,54
표기,54
course,54
Grade,54
마음,54
사유,54
지나,53
조정,53
LDB,53
은행,53
일자,53
숨다,53
설문,53
알람,53
바쁘다,53
노력,53
그림,52
그게,52
제작,52
대부분,52
you,52
팝업,52
그거,52
상관,52
shinhc,52
로만,51
주말,51
거치다,51
LockDown,51
여요,50
통계,50
세팅,50
다중,50
test,50
COMMONS,50
예외,50
관해,49
이용자,49
아침,49
논술,49
되게,49
재학,49
II,49
휴대폰,49
KULTIPS,48
관심,48
박스,48
쉬다,48
불안정하다,48
싱글,48
전송,48
재시,48
시행,48
ta,48
공통,48
실시,48
힘들다,48
일어나다,48
grade,48
완전하다,48
강좌,48
추측,48
발전,47
새로고침,47
다음주,47
갖다,47
상이,47
중인,47
러시,47
Center,47
확실하다,47
배점,47
다양하다,47
운영체제,47
리포트,47
마찬가지,47
동의,47
turnitin,47
코로나,46
화살표,46
작년,46
management,46
증가,46
태블릿,46
ku,46
실험,46
of,46
모의,46
계절,45
참석,45
learning,45
공용,45
수신,45
성명,45
느리다,44
대하,44
on,44
동작,44
맞추다,44
불가능,44
실습,44
pptx,44
익명,44
한국,44
수료,44
음성,44
불가,44
정해진,44
알아보다,43
회색,43
시험지,43
몇몇,43
통합,43
달다,43
자로,43
덕분,43
system,43
기업,43
부득이,43
중국,43
그걸,43
지도,43
최근,43
서로,43
일치,42
된거,42
네넵,42
정기,42
코스룸,42
비번,42
아무래도,42
녹강,42
자주,42
숫자,42
얘기,42
상기,42
적히다,41
당연하다,41
남아,41
lockdown,41
나머지,41
글쓰기,41
만들어지다,41
not,41
직원,41
Firefox,41
db,41
중복,40
this,40
개선,40
전산,40
IT,40
자의,40
viewform,40
docx,40
OF,40
ppt,40
진행자,40
PPT,40
커뮤니티,40
부족하다,40
컬렉션,40
경제학,40
서술,40
조심스럽다,40
감독,40
블로그,40
목소리,39
예시,39
어떡하다,39
희다,39
즈음,39
오래,39
번만,39
ex,39
넘기다,39
나누다,39
채우다,39
암호,39
일본어,39
FAIpQLSck,39
VVS,39
bnPtdCjV,39
FS,39
YmMEdD,39
fRPpyhyn,39
PTBlQ,39
vc,39
flr,39
특별하다,38
고치다,38
겠다,38
임시,38
달라지다,38
지난주,38
휴학,38
경제,38
보라,38
점심시간,38
확인가능,38
돌아오다,38
or,38
세부,38
이뤄지다,38
지난번,38
기재,38
순간,37
즐겁다,37
부터는,37
with,37
메인,37
백업,37
워크숍,37
edge,37
통지,37
지연,37
PDF,37
Groups,37
자명,37
들이다,36
답장,36
your,36
초대,36
마크,36
TA,36
가끔,36
대화,36
일일이,36
배정,35
신경,35
증상,35
금요일,35
재희,35
전세계,35
원론,35
허가,35
웹페이지,35
공간,35
학점,35
속도,35
전원,35
헷갈리다,35
필터,35
회수,35
인간,35
EC,35
갈다,34
조사,34
유효하다,34
전화하다,34
자정,34
예상,34
인거,34
LMS,34
융합,34
려고,34
에게도,34
동일,34
be,34
숙지,34
원본,34
박사,34
Meeting,34
계산,34
갤러리,34
report,34
치르다,34
위임,34
논의,34
OS,34
total,34
IWC,34
사이,33
한해,33
저작권,33
한글,33
마이,33
솔루션,33
외국인,33
전공,33
시간표,33
ios,33
추적,33
자물쇠,33
원칙,33
필요없다,33
보지,33
빗금,33
게재,33
월요일,33
배경화면,33
옮기다,32
스스로,32
얻다,32
언급,32
코딩,32
힘드다,32
의견,32
개강,32
내의,32
찾기,32
승인,32
오지,32
별개,32
짧다,32
랜덤,32
불안하다,32
체크박스,32
students,32
회로,32
어쩔,32
댓글,32
접수,32
꼼꼼하다,32
라도,32
도서관,32
네이버,31
it,31
형성,31
gmail,31
이중,31
대상,31
공동,31
범위,31
보라색,31
캐시,31
채널,31
안해,31
보건,31
스피커,31
필기,31
정보보호,31
빠지다,31
논문,31
개론,31
증빙,31
자연,31
목적,31
파이어폭스,31
당일,31
듣기,30
패스워드,30
최초,30
시간대,30
감점,30
보관,30
막다,30
과의,30
일일,30
xin,30
올린다,30
설문지,30
attempt,30
URL,30
팝업창,30
몇번,30
기도,30
자가,30
크기,30
차후,30
구성,30
날로,30
라운드,30
아무렇다,29
브라우져,29
도메인,29
분명,29
케이스,29
아무리,29
비우다,29
synchronous,29
do,29
차별,29
Course,29
보드,29
이원화,29
Full,29
center,29
명확하다,29
막히다,29
슬라이드,29
추정,29
코멘트,29
마무리,29
정지,29
산출,29
호돌이,29
submit,29
사과,29
명과,29
통상,29
보신,28
없애다,28
분명하다,28
ENGLISH,28
모니터링,28
영문,28
안내받다,28
명의,28
IN,28
어떠하다,28
올려놓다,28
강중인,28
확장자,28
네넹,28
join,28
방화벽,28
문화,28
방법론,28
요청서,28
부적절하다,28
사료,28
미처,28
비교,28
사양,27
내부,27
여기다,27
student,27
호랭이,27
다시금,27
혼선,27
all,27
chrome,27
중국어,27
구분,27
부르다,27
액세스,27
Google,27
공감,27
attendance,27
강정보,27
압축,27
갑작스럽다,27
Show,27
윤리,26
레포트,26
보류,26
튜토리얼,26
얼굴,26
대요,26
문제점,26
잠그다,26
애플리케이션,26
만을,26
건데,26
time,26
Commons,26
정치,26
microsoft,26
고급,26
화요일,26
조심,26
asynchronous,26
can,26
간혹,26
가기,26
FAQ,26
previous,26
조건,26
Link,26
ISC,26
실체,26
허다,25
수학,25
종종,25
백신,25
외국어,25
콜레보레이트,25
확장,25
소프트웨어,25
정규,25
이구,25
공식,25
간단하다,25
Test,25
Blackboard,25
주소창,25
남지,25
이론,25
유의사항,25
Report,25
단일,25
카톡,25
하늘색,25
ahnlab,25
원문,25
uuid,25
정시,24
천천히,24
변화,24
저런,24
변동,24
복수,24
만이,24
가급적,24
에선,24
인수,24
바탕화면,24
portal,24
개다,24
instructor,24
열기,24
id,24
과는,24
목요일,24
글씨,24
cloud,24
카테고리,24
이라도,24
써주다,24
naver,24
스럽게,24
늘리다,24
조절,24
진입,24
are,24
Cloud,24
해지,24
announcements,24
답답하다,24
Lockdown,24
장기,24
카카오,24
장애,24
템플릿,24
카드,24
뉴스,24
추다,23
동기화,23
페이,23
들어서다,23
닫히다,23
유투브,23
일로,23
고요,23
증명,23
안타깝다,23
종합,23
주일,23
빼다,23
강정,23
잊다,23
또다른,23
직후,23
과학,23
사무실,23
과거,23
톱니바퀴,23
중요하다,23
풀리다,23
한지,23
연구소,23
빨간색,23
노고,23
Recurring,23
바탕,23
붙여넣기,23
Respondus,23
본교,23
고객,23
하나로,22
아우르다,22
차원,22
바로가기,22
error,22
예방,22
파일공유,22
적절하다,22
드림,22
거들다,22
회사,22
session,22
교육대학,22
포럼,22
용법,22
개념,22
계정은,22
tcL,22
차례,22
multiple,22
완성,22
뭐라다,22
이기다,22
며칠,22
지워지다,22
수기,22
drive,22
오잉,22
제안,22
잡히다,22
Drive,22
주심,22
